,MONO,EMONO,IGM
ahead,1.017391304347826,1.0234782608695652,3.608695652173913
ahm,1.0213333333333334,1.024,4.428571428571429
aid,1.0207407407407407,1.0266666666666666,5.199999999999999
aim,1.013157894736842,1.0185526315789473,2.624548736462094
airborn,1.0285714285714285,1.0257142857142858,5.285714285714286
airlin,1.035,1.02875,16.75
airport,1.0171428571428571,1.0257142857142858,3.4000000000000004
alarm,1.032,1.0268235294117647,13.75
alcohol,1.029,1.02625,8.909090909090908
alcoholrel,0.0,0.0,11.5
alert,1.0372413793103448,0.0,41.5
algorithm,1.0378818737270876,1.029572301425662,72.53846153846155
align,1.02,1.0225,4.2
alik,1.025,1.02625,4.75
alkalin,0.0,0.0,13.0
alkhatib,0.0,0.0,14.5
allevi,1.016,1.0204,3.0689655172413794
alli,1.022857142857143,1.0257142857142858,4.0
allianc,0.0,0.0,10.0
alloc,1.0215384615384615,1.0236538461538462,4.906976744186046
allow,1.01672131147541,1.0202459016393444,3.378238341968912
almost,1.0145098039215685,1.02,3.0366972477064222
alon,1.0227450980392156,1.0247058823529411,5.461538461538462
along,1.0108196721311475,1.016967213114754,2.192771084337349
alongsid,1.0215384615384615,1.0207692307692309,3.625
alreadi,1.0202083333333334,1.02328125,4.614906832298137
altem,1.02,1.025,3.25
alter,1.0184615384615385,1.0253846153846153,4.2727272727272725
altern,1.0124223602484472,1.0169565217391305,2.395348837209302
although,1.0157798165137615,1.0222935779816513,3.4339622641509435
alumni,0.0,0.0,28.0
alway,1.0170629370629372,1.0213986013986014,3.506849315068493
amaz,1.0222222222222221,1.0233333333333334,3.727272727272727
amazon,1.0,0.0,1.0
ambago,1.0266666666666666,1.0266666666666666,5.5
ambigu,1.0285714285714285,0.0,6.0
america,1.0094117647058825,1.0158823529411765,1.8275862068965516
american,1.0133333333333334,1.019,2.5
ammonia,0.0,0.0,28.0
among,1.0156351791530944,1.022084690553746,3.4000000000000004
amongst,1.0133333333333334,1.02,2.333333333333333
amount,1.0283475298126066,1.025502555366269,9.404040404040405
ampl,1.016,1.022,3.1176470588235294
analys,1.018125,1.02578125,4.4799999999999995
analysi,1.0251124744376279,1.0238036809815951,6.498507462686567
analyst,1.02,1.0266666666666666,4.6
analyt,1.018181818181818,1.0218181818181817,3.8767123287671232
analyz,1.0287179487179487,1.0253846153846153,9.50632911392405
anant,0.0,0.0,10.0
ancestr,1.0327272727272727,0.0,10.0
ancient,1.0188235294117647,1.0247058823529411,3.8235294117647056
anderson,0.0,0.0,14.5
andor,1.0144,1.0156,2.5
andrew,0.0,0.0,13.0
android,1.030909090909091,1.0295454545454545,18.0
androidbas,1.0327272727272727,0.0,10.0
anim,1.0271428571428571,1.0235714285714286,6.896551724137931
announc,1.0141176470588236,1.0194117647058825,2.5652173913043477
annual,1.0281761006289307,1.0264150943396226,9.50632911392405
annum,1.02,0.0,4.0
anomali,1.034,1.0285,13.75
anoth,1.0169395017793594,1.0213523131672597,3.6346863468634685
anpr,1.02,0.0,3.571428571428571
answer,1.0184269662921348,1.0225842696629213,4.074999999999999
anticala,0.0,0.0,16.0
anticip,1.0258823529411765,1.026470588235294,6.5
anxieti,1.0139130434782608,1.0182608695652173,2.5
anymor,1.0066666666666666,1.015,1.4615384615384617
anyon,1.024,1.027,6.142857142857142
anyth,1.0145454545454546,1.019090909090909,2.411764705882353
anytim,1.0106666666666666,1.018,2.0434782608695654
anywher,1.0142857142857142,1.020357142857143,2.7142857142857144
apart,1.0171428571428571,1.0214285714285714,3.4545454545454546
app,1.02125,1.0234375,4.923076923076923
appar,1.0133333333333334,1.0185714285714287,2.4
apparatus,0.0,0.0,10.0
appeal,1.0216216216216216,1.0275675675675675,6.0
appear,1.0212987012987014,1.0233766233766233,4.84375
appli,1.0177622377622377,1.0227622377622378,3.9765625
applianc,1.0263157894736843,1.026842105263158,8.142857142857142
applic,1.0152833638025593,1.0211700182815358,3.335195530726257
appoint,1.0226086956521738,1.0234782608695652,4.714285714285714
apprais,1.0066666666666666,1.025,1.6
appreci,1.0177777777777777,1.02,2.8461538461538463
approach,1.0278884462151394,1.026175298804781,9.467741935483872
appropri,1.0136,1.0192,2.6721311475409832
approv,1.0300671140939597,1.0265771812080537,12.389830508474576
approxim,1.0148148148148148,1.021111111111111,3.0224719101123596
april,1.0250980392156863,1.0241176470588236,6.485714285714286
aptitud,1.02,1.025,3.25
aqua,1.032,1.027,7.857142857142857
aquacultur,0.0,0.0,13.0
aquino,1.0311239193083575,1.0299135446685879,20.756097560975608
arab,1.0,0.0,1.0
arabia,1.0205714285714285,1.0274285714285714,5.5
archetyp,1.029090909090909,1.0272727272727273,7.0
architectur,1.03808,1.02952,60.5
archiv,1.0373333333333334,0.0,17.799999999999997
arduino,1.031304347826087,0.0,16.42857142857143
area,1.0146861924686192,1.017918410041841,2.801539777587682
arent,1.02,1.027,4.0
argu,1.029090909090909,1.0263636363636364,9.470588235294118
aris,1.0175757575757576,1.0222727272727272,3.8064516129032255
arm,1.0171428571428571,1.0214285714285714,2.8
around,1.0128342245989306,1.019090909090909,2.6901408450704225
arrang,1.0133333333333334,1.02,2.8139534883720927
arriv,1.0157377049180327,1.019672131147541,3.028169014084507
art,1.016,1.0195,2.8461538461538463
articl,1.021,1.02125,4.375
artifici,1.0272463768115943,1.026304347826087,8.833333333333334
artisan,0.0,0.0,10.0
asia,1.0206451612903227,1.0241935483870968,4.555555555555555
asian,1.0188235294117647,1.0211764705882354,3.4000000000000004
asid,1.0169230769230768,1.0242307692307693,3.75
ask,1.027936507936508,1.0271428571428571,9.516129032258064
aspect,1.0157142857142858,1.0196875,3.1204819277108435
aspir,1.0208695652173914,1.0234782608695652,4.6
assembl,1.0266666666666666,1.026,6.454545454545454
assert,1.024,1.018,4.0
assess,1.0138211382113822,1.0203658536585365,2.888888888888889
assessor,0.0,0.0,11.5
asset,1.020983606557377,1.0258196721311474,5.682926829268293
assign,1.0171929824561403,1.0218421052631579,3.8269230769230766
assist,1.016695652173913,1.0199565217391304,3.3900414937759336
associ,1.0144,1.0204,3.053231939163498
assort,1.0133333333333334,1.02,2.2
assum,1.0085714285714287,1.0171428571428571,1.8181818181818181
assumpt,1.0,0.0,1.0
assur,1.0136363636363637,1.0184090909090908,2.5789473684210527
asynchron,1.031111111111111,0.0,8.0
ation,1.028,1.027,6.25
atmospher,1.016551724137931,1.0227586206896553,3.4000000000000004
attach,1.022857142857143,1.0244897959183674,5.666666666666667
attack,1.0335632183908046,1.0286206896551724,21.857142857142858
attain,1.0219354838709678,1.022258064516129,4.4
attempt,1.01625,1.0225,3.5161290322580645
attend,1.0203636363636364,1.0245454545454546,4.733333333333333
attent,1.0153672316384181,1.0223728813559323,3.2666666666666666
attitud,1.0304132231404959,1.0282644628099173,14.799999999999999
attorney,0.0,0.0,19.0
attract,1.0213636363636365,1.022159090909091,4.889655172413793
attribut,1.0234319526627218,1.0276923076923077,7.6000000000000005
audienc,1.0274074074074073,1.025,7.529411764705882
audio,1.0189473684210526,1.0221052631578946,3.571428571428571
audit,1.0175,1.0225,3.4705882352941178
augment,1.024186046511628,1.0258139534883721,6.379310344827586
august,1.0254545454545454,1.0263636363636364,7.300000000000001
australia,1.024,1.024,4.6
authent,1.03044776119403,1.0277611940298508,13.24
author,1.0208695652173914,1.022304347826087,4.564356435643564
auto,1.01,1.01875,2.0
autom,1.0219718309859156,1.0280281690140844,6.9491525423728815
automat,1.0191752577319588,1.0267525773195876,5.428571428571429
automobil,1.0114285714285713,1.0171428571428571,2.090909090909091
automot,1.0145454545454546,1.0204545454545455,2.7142857142857144
autonom,1.0366666666666666,1.0291666666666666,25.75
autonomi,1.022857142857143,1.0257142857142858,4.0
avail,1.0204516129032257,1.020516129032258,4.196638655462185
avenu,1.030391061452514,1.0291620111731843,17.32
averag,1.0140845070422535,1.0194366197183098,2.764705882352941
avoid,1.0145238095238096,1.0210714285714286,3.1403508771929824
awar,1.0209655172413794,1.022551724137931,4.648
away,1.0148387096774194,1.0208064516129032,3.0
ayurveda,1.02,0.0,3.571428571428571
baan,0.0,0.0,55.0
babi,1.033,1.02775,15.142857142857142
bachelor,1.0293175074183976,1.028753709198813,14.722222222222223
back,1.0182142857142857,1.020892857142857,3.660869565217391
backbon,1.025,1.02625,4.75
backend,1.03,0.0,7.0
background,1.0155023923444977,1.020956937799043,3.23963133640553
backofthebook,0.0,0.0,10.0
backward,1.0177777777777777,1.0233333333333334,3.1818181818181817
bacteria,1.0266666666666666,1.0266666666666666,7.352941176470589
bag,1.01,1.015,1.75
balanc,1.0226470588235295,1.0253676470588236,6.076923076923077
banana,1.0213333333333334,1.027,5.571428571428571
band,1.0,0.0,1.0
banerje,0.0,0.0,19.0
bank,1.0309251101321586,1.026762114537445,13.535714285714286
bar,1.02,0.0,4.0
barangay,1.0203753351206435,1.0281501340482573,6.352112676056338
barrier,1.0182857142857142,1.0214285714285714,3.5945945945945947
base,1.0187387387387388,1.0201201201201202,3.813627254509018
basi,1.0223880597014925,1.0226119402985074,5.128440366972477
basic,1.012565445026178,1.016649214659686,2.3793103448275863
basin,0.0,0.0,23.5
bathroom,0.0,0.0,11.5
batteri,1.028,1.027,6.25
bayanihan,0.0,0.0,22.0
be,1.015,1.0225,2.6363636363636362
bear,1.0218181818181817,1.0245454545454546,4.2727272727272725
beat,1.0266666666666666,1.025,4.428571428571429
beauti,1.0163636363636364,1.0231818181818182,3.4545454545454546
becam,1.0133333333333334,1.0194736842105263,2.6285714285714286
becom,1.0140726577437857,1.0195028680688336,2.8461538461538463
began,1.0169230769230768,1.0242307692307693,3.5384615384615383
begin,1.0123076923076924,1.0178846153846153,2.391304347826087
behalf,1.02,1.025,3.25
behav,1.02,0.0,4.0
behavior,1.02371335504886,1.0263843648208468,7.275862068965517
behaviour,1.0304972375690609,1.0290055248618784,16.054545454545455
behind,1.0206451612903227,1.0203225806451612,4.0
belda,0.0,0.0,19.0
belief,1.0,0.0,1.0
believ,1.016,1.0212307692307692,3.2285714285714286
belong,1.0133333333333334,1.0185714285714287,2.5
belt,1.0333333333333334,0.0,7.0
benchmark,1.02,1.0225,3.4000000000000004
benefici,1.0185185185185186,1.0205555555555557,3.678571428571429
beneficiari,1.0172549019607844,1.0247058823529411,4.069767441860465
benefit,1.014032258064516,1.0181451612903225,2.7114754098360656
besid,1.0222222222222221,1.0225925925925925,4.970588235294118
best,1.0155450236966825,1.018909952606635,2.975903614457831
better,1.0154838709677418,1.0208602150537633,3.16
beverag,1.0244444444444445,1.0291666666666666,7.947368421052632
beyond,1.018181818181818,1.0218181818181817,3.727272727272727
bia,1.0215384615384615,1.0276923076923077,4.818181818181818
bicycl,1.022857142857143,1.0257142857142858,4.0
bid,0.0,0.0,13.0
bigger,1.0210526315789474,1.0221052631578946,4.0
biggest,1.022,1.0225,4.300000000000001
bike,0.0,0.0,10.0
bilater,1.022857142857143,1.0257142857142858,5.0
bill,1.017548387096774,1.025741935483871,4.428571428571429
billion,1.018840579710145,1.0219565217391304,3.9770992366412212
bin,0.0,0.0,41.5
biodegrad,1.02,0.0,5.0
biolog,1.0189473684210526,1.0236842105263158,4.0
biometr,1.0276923076923077,0.0,7.75
bird,1.0353488372093023,1.0286046511627907,21.727272727272727
birth,1.0066666666666666,1.015,1.4615384615384617
bislig,1.02,0.0,4.0
black,1.0188235294117647,1.0202941176470588,3.526315789473684
blast,0.0,0.0,10.0
blend,1.0171428571428571,1.0214285714285714,3.25
blind,1.023076923076923,1.029423076923077,7.666666666666667
block,1.0212048192771084,1.0231325301204819,5.061538461538461
blockag,1.022857142857143,0.0,4.428571428571429
blog,1.0266666666666666,1.025,4.428571428571429
blood,1.0215652173913043,1.0281739130434782,6.723076923076923
blue,1.0193939393939393,1.0254545454545454,4.555555555555555
board,1.0235294117647058,1.0235294117647058,5.931506849315069
bodi,1.0180530973451327,1.0246902654867256,4.1875
bonbon,0.0,0.0,22.0
bond,1.0114285714285713,1.0171428571428571,2.0434782608695654
bone,1.0218181818181817,1.0272727272727273,4.6
book,1.0232335329341318,1.0231736526946107,5.770491803278689
boom,1.0177777777777777,1.0233333333333334,3.1818181818181817
boost,1.0213953488372094,1.0230232558139536,4.631578947368421
bootstrap,1.0266666666666666,0.0,7.0
border,1.0315151515151515,1.0272727272727273,12.142857142857142
bore,1.0177777777777777,1.0266666666666666,3.4000000000000004
born,1.028,1.027,6.25
borrow,1.0360526315789473,1.029703947368421,47.97142857142857
bottl,1.0237837837837838,1.0283783783783784,7.2857142857142865
bottom,1.0285714285714285,1.0257142857142858,5.285714285714286
bought,1.0066666666666666,1.015,1.4615384615384617
bound,1.0169230769230768,1.023076923076923,3.444444444444444
boundari,1.01,1.015,1.75
box,1.0282352941176471,1.026470588235294,9.0
brain,1.034375,1.02859375,21.625
branch,1.0133333333333334,1.02,2.8857142857142857
brand,1.0298969072164947,1.0295360824742268,17.012269938650306
breach,1.0133333333333334,1.02,2.2
bread,1.0177777777777777,1.0266666666666666,3.8235294117647056
break,1.02,1.0221428571428572,4.15
breakdown,1.0177777777777777,1.0233333333333334,3.1818181818181817
breakin,0.0,0.0,10.0
breath,1.028,0.0,7.0
brgi,1.016,1.022,3.1176470588235294
brick,1.03,1.0290625,12.076923076923077
bridg,1.0195121951219512,1.0248780487804878,4.75
brief,1.02,1.0225,3.8571428571428568
briefli,1.0266666666666666,0.0,5.0
brigad,0.0,0.0,11.5
bright,1.02,1.025,3.25
bring,1.015111111111111,1.0226666666666666,3.193548387096774
broad,1.0133333333333334,1.02,2.5789473684210527
broadcast,1.0133333333333334,1.018,2.3636363636363633
broadli,1.02,1.025,4.0
broken,1.0085714285714287,1.015,1.72
brought,1.0164285714285715,1.0198214285714287,3.123076923076923
brown,1.023030303030303,1.0236363636363637,5.384615384615384
brows,1.02,1.0216666666666667,3.7
browser,1.0254545454545454,0.0,6.25
budget,1.0161290322580645,1.021774193548387,3.380952380952381
buenavista,1.0258064516129033,1.0290322580645161,8.5
build,1.0229519071310116,1.023084577114428,5.464516129032258
builder,1.02,1.0225,3.4000000000000004
buildup,0.0,0.0,13.0
built,1.0061538461538462,1.0207692307692309,1.6545454545454545
bulk,1.0275862068965518,1.026896551724138,8.5
bunch,1.0266666666666666,1.0233333333333334,4.6
burden,1.0171428571428571,1.0242857142857142,3.4545454545454546
bureau,1.0176,1.0252,4.142857142857143
burglar,0.0,0.0,37.0
burglari,0.0,0.0,19.0
burn,1.016,1.018,2.5
buse,1.032258064516129,0.0,16.0
busi,1.0178073770491802,1.026080942622951,4.615811373092926
button,1.0171428571428571,1.0257142857142858,3.571428571428571
butuan,1.0224364592462751,1.0240841367221736,6.217391304347826
butuanon,0.0,0.0,14.5
buy,1.0366480446927375,1.028826815642458,37.44444444444444
buyer,1.0233663366336634,1.027029702970297,7.0
byproduct,1.0133333333333334,1.02,2.2
cabadbaran,0.0,0.0,10.0
cabl,1.0,0.0,1.0
cach,1.0266666666666666,0.0,5.0
cafe,1.0303448275862068,1.0289655172413794,12.0
cagayan,1.022857142857143,1.0257142857142858,4.0
cake,0.0,0.0,26.5
calam,0.0,0.0,40.0
calcul,1.0258536585365854,1.0267073170731706,8.227272727272727
calendar,1.0166666666666666,1.0225,3.142857142857143
california,0.0,0.0,13.0
call,1.0160810810810812,1.0200675675675677,3.2958199356913185
calori,1.0133333333333334,1.02,2.2
came,1.015,1.0222115384615384,3.3636363636363633
camera,1.0194285714285714,1.028857142857143,5.935483870967742
campaign,1.0222222222222221,1.0266666666666666,6.0
campu,1.0266666666666666,1.028,7.0
camscann,1.0285714285714285,0.0,6.0
can,1.02,0.0,4.0
canada,1.022857142857143,1.0214285714285714,3.4000000000000004
cancel,1.018181818181818,1.0245454545454546,3.5
cancer,1.0375609756097561,1.0292682926829269,43.0
candi,0.0,0.0,11.5
candid,0.0,0.0,10.0
cant,1.02,1.02,3.25
capabl,1.014640522875817,1.0192156862745099,2.953488372093023
capac,1.0217142857142858,1.0222857142857142,4.931034482758621
capit,1.0197872340425531,1.0247340425531914,4.902097902097902
capita,1.0133333333333334,1.02,2.333333333333333
captiv,1.0133333333333334,1.02,2.2
captur,1.0180952380952382,1.0225,4.04
car,1.016969696969697,1.0236363636363637,3.8
caraga,1.0306024096385542,1.0283734939759037,15.11111111111111
carbon,1.02,1.025,4.0
card,1.0219512195121951,1.0230487804878048,5.090909090909091
cardiovascular,1.0378947368421052,0.0,22.6
care,1.0175401069518717,1.0214973262032085,3.6739130434782608
career,1.0215384615384615,1.0265384615384616,5.421052631578947
carnap,0.0,0.0,16.0
carri,1.018974358974359,1.0207692307692309,3.846153846153846
carrier,1.016842105263158,1.0205263157894737,3.0869565217391304
cart,1.0114285714285713,1.0171428571428571,1.9230769230769231
case,1.01592,1.02148,3.461855670103093
cash,1.0270422535211268,1.0254929577464789,9.228571428571428
cashier,1.0308695652173914,1.028695652173913,15.689655172413792
cashless,0.0,0.0,14.5
cassava,1.0,0.0,1.0
cast,1.0133333333333334,1.02,2.2
catalog,0.0,0.0,10.0
cataract,1.02,0.0,4.0
catch,1.0142857142857142,1.0214285714285714,2.5789473684210527
categor,1.029375,1.02671875,10.096774193548388
categori,1.0203846153846154,1.0239423076923078,4.741176470588235
cater,1.0133333333333334,1.019,2.730769230769231
caught,1.035294117647059,1.0282352941176471,13.857142857142858
caus,1.018512396694215,1.022809917355372,4.315789473684211
cctv,1.016,1.024,3.4000000000000004
cdrrmo,0.0,0.0,26.5
celebr,1.0133333333333334,1.02,2.2
cell,1.030188679245283,1.028301886792453,13.0
cellular,1.016470588235294,1.0229411764705882,3.3333333333333335
cement,1.02,0.0,3.571428571428571
censu,1.0297142857142858,1.0257142857142858,8.8
cent,1.0314893617021277,1.0274468085106383,13.333333333333332
center,1.0208294930875577,1.022672811059908,4.766666666666667
centr,1.020952380952381,1.022857142857143,4.300000000000001
central,1.0154621848739496,1.01890756302521,2.9574468085106385
centric,1.01,1.0175,1.9
centuri,1.0172413793103448,1.0217241379310344,3.727272727272727
cereal,1.025,1.02625,4.75
certain,1.0138823529411765,1.0195882352941177,2.824742268041237
certif,1.021492537313433,1.0237313432835822,5.0754716981132075
certifi,1.02,1.0225,3.4000000000000004
chain,1.02,1.0233333333333334,4.640449438202247
chairman,1.0177777777777777,1.0233333333333334,3.1818181818181817
challeng,1.020126582278481,1.023259493670886,4.641221374045801
champion,1.022857142857143,1.0257142857142858,4.0
chanc,1.0187878787878788,1.0213636363636365,4.0
chang,1.0175867768595042,1.0208760330578512,3.7660311958405543
channel,1.0271304347826087,1.0276521739130435,9.830188679245282
chapter,1.0238127090301004,1.0270903010033445,7.935064935064935
charact,1.0177777777777777,1.0212121212121212,3.75
character,1.0316981132075471,1.0271698113207548,13.0
characterist,1.023095238095238,1.025,6.060869565217391
charcoal,1.02,0.0,4.818181818181818
charg,1.0338775510204081,1.0272448979591837,16.5625
chart,1.0330434782608695,1.027391304347826,11.363636363636363
chat,1.0133333333333334,1.02,2.2
chatbot,1.0280597014925372,1.0295522388059701,12.28
cheap,1.024,1.024,4.6
cheaper,1.031111111111111,1.0233333333333334,6.25
check,1.0204761904761905,1.0266666666666666,5.867924528301887
checklist,1.029090909090909,1.0272727272727273,7.0
ched,0.0,0.0,17.5
chemic,1.0130612244897959,1.016530612244898,2.3714285714285714
chen,1.0246153846153847,1.0253846153846153,5.363636363636363
chest,1.0346666666666666,0.0,14.0
chicken,1.02,0.0,5.909090909090909
chief,1.02,0.0,3.571428571428571
child,1.0193548387096774,1.0241935483870968,4.214285714285714
childhood,1.028,1.027,6.25
children,1.0172972972972973,1.025945945945946,4.428571428571429
china,1.022047244094488,1.0248031496062993,5.516129032258064
chines,1.019047619047619,1.0278571428571428,5.0
chocol,1.02,0.0,4.6
choic,1.023793103448276,1.0232758620689655,5.758620689655173
choos,1.0159349593495934,1.02,3.2105263157894735
chore,1.0282352941176471,1.026470588235294,7.545454545454545
