,Capstone,Thesis,Case Study,Feasibility Study,Total
secondhand,4.0,0.0,1.0,0.0,5.0
secondli,0.0,8.0,3.0,6.0,17.0
secondyear,0.0,1.0,0.0,0.0,1.0
secret,0.0,1.0,0.0,0.0,1.0
secretari,3.0,0.0,0.0,0.0,3.0
sect,0.0,0.0,1.0,0.0,1.0
sectarian,0.0,0.0,0.0,2.0,2.0
section,12.0,2.0,5.0,6.0,25.0
sectionon,0.0,0.0,1.0,0.0,1.0
sector,12.0,11.0,50.0,38.0,111.0
secu,0.0,1.0,0.0,0.0,1.0
secur,62.0,83.0,13.0,12.0,170.0
securit,0.0,1.0,0.0,0.0,1.0
securityth,0.0,0.0,2.0,0.0,2.0
see,1.0,2.0,1.0,0.0,4.0
seed,2.0,0.0,0.0,16.0,18.0
seedl,0.0,0.0,0.0,2.0,2.0
seek,7.0,9.0,8.0,20.0,44.0
seeker,0.0,0.0,0.0,2.0,2.0
seem,0.0,2.0,3.0,0.0,5.0
seemingli,0.0,0.0,1.0,0.0,1.0
seen,3.0,2.0,9.0,6.0,20.0
seer,2.0,0.0,0.0,0.0,2.0
seffimag,0.0,0.0,1.0,0.0,1.0
seful,1.0,0.0,0.0,0.0,1.0
segment,1.0,33.0,12.0,6.0,52.0
segmentbas,0.0,1.0,0.0,0.0,1.0
segreg,4.0,0.0,0.0,6.0,10.0
sehaviour,0.0,0.0,1.0,0.0,1.0
sei,1.0,0.0,0.0,0.0,1.0
seismic,6.0,0.0,0.0,0.0,6.0
seismograph,6.0,0.0,0.0,0.0,6.0
seiz,0.0,0.0,1.0,0.0,1.0
seizur,0.0,6.0,0.0,0.0,6.0
seldom,1.0,0.0,1.0,2.0,4.0
select,33.0,67.0,43.0,22.0,165.0
selector,1.0,1.0,0.0,0.0,2.0
self,7.0,5.0,4.0,0.0,16.0
selfadjust,0.0,1.0,0.0,0.0,1.0
selfadminist,0.0,0.0,1.0,0.0,1.0
selfattent,0.0,1.0,0.0,0.0,1.0
selfcheckout,0.0,0.0,1.0,0.0,1.0
selfconfid,0.0,0.0,1.0,0.0,1.0
selfcontain,0.0,1.0,0.0,0.0,1.0
selfdiagnost,0.0,1.0,0.0,0.0,1.0
selfdriv,0.0,1.0,0.0,0.0,1.0
selfefficaci,0.0,1.0,0.0,0.0,1.0
selfemploy,0.0,0.0,1.0,0.0,1.0
selfevalu,1.0,0.0,0.0,0.0,1.0
selffinanc,0.0,0.0,0.0,2.0,2.0
selfheal,0.0,0.0,0.0,2.0,2.0
selfi,0.0,0.0,14.0,0.0,14.0
selflearn,0.0,2.0,0.0,2.0,4.0
selfmad,2.0,0.0,0.0,0.0,2.0
selfmonitor,0.0,1.0,0.0,0.0,1.0
selforgan,2.0,5.0,0.0,0.0,7.0
selfquantif,0.0,0.0,1.0,0.0,1.0
selfregul,0.0,4.0,0.0,0.0,4.0
selfregulatori,0.0,0.0,1.0,0.0,1.0
selfreli,0.0,0.0,1.0,2.0,3.0
selfsovereign,0.0,1.0,0.0,0.0,1.0
selfsuffici,1.0,0.0,0.0,2.0,3.0
sell,4.0,0.0,10.0,40.0,54.0
seller,3.0,0.0,7.0,0.0,10.0
selv,1.0,0.0,0.0,0.0,1.0
semant,0.0,27.0,0.0,2.0,29.0
semest,1.0,5.0,0.0,0.0,6.0
semi,0.0,2.0,0.0,0.0,2.0
semiarid,0.0,0.0,0.0,2.0,2.0
semiautom,0.0,1.0,0.0,0.0,1.0
semiautomat,0.0,1.0,0.0,0.0,1.0
semiconductor,0.0,4.0,0.0,0.0,4.0
seminar,3.0,0.0,2.0,0.0,5.0
semistructur,0.0,1.0,2.0,2.0,5.0
semisupervis,0.0,1.0,0.0,0.0,1.0
send,38.0,8.0,13.0,4.0,63.0
sender,0.0,1.0,0.0,0.0,1.0
senderreceiv,0.0,1.0,0.0,0.0,1.0
seneern,1.0,0.0,0.0,0.0,1.0
sener,1.0,0.0,0.0,0.0,1.0
senior,10.0,0.0,1.0,2.0,13.0
seniorlevel,0.0,1.0,0.0,0.0,1.0
sens,7.0,12.0,2.0,0.0,21.0
sensex,0.0,0.0,1.0,0.0,1.0
sensit,0.0,19.0,6.0,2.0,27.0
sensor,123.0,25.0,0.0,0.0,148.0
sensori,0.0,0.0,2.0,0.0,2.0
sensorless,0.0,1.0,0.0,0.0,1.0
sent,6.0,1.0,1.0,0.0,8.0
sentenc,0.0,14.0,0.0,0.0,14.0
sentiment,0.0,24.0,5.0,0.0,29.0
sentinel,0.0,2.0,0.0,0.0,2.0
sentinel2,0.0,4.0,0.0,0.0,4.0
sentreceiv,0.0,1.0,0.0,0.0,1.0
sentro,0.0,0.0,0.0,2.0,2.0
sep,0.0,0.0,0.0,4.0,4.0
separ,2.0,14.0,2.0,4.0,22.0
septemb,3.0,0.0,1.0,0.0,4.0
sequenc,0.0,18.0,0.0,0.0,18.0
sequent,0.0,0.0,1.0,0.0,1.0
sequenti,11.0,3.0,1.0,0.0,15.0
sere,1.0,0.0,0.0,0.0,1.0
seri,13.0,19.0,1.0,0.0,33.0
seriou,0.0,10.0,1.0,0.0,11.0
serious,0.0,1.0,3.0,0.0,4.0
serum,0.0,1.0,0.0,0.0,1.0
serv,36.0,9.0,16.0,18.0,79.0
server,27.0,19.0,0.0,0.0,46.0
serversid,5.0,1.0,0.0,0.0,6.0
servic,107.0,72.0,245.0,146.0,570.0
servicebas,0.0,4.0,0.0,0.0,4.0
serviceori,0.0,3.0,0.0,0.0,3.0
servicesin,0.0,0.0,1.0,0.0,1.0
serviceth,0.0,0.0,1.0,0.0,1.0
servo,9.0,0.0,0.0,0.0,9.0
servomotor,0.0,1.0,0.0,0.0,1.0
servqual,0.0,0.0,5.0,0.0,5.0
seseargh,0.0,0.0,0.0,2.0,2.0
sesser,1.0,0.0,0.0,0.0,1.0
session,0.0,0.0,1.0,0.0,1.0
set,9.0,16.0,10.0,10.0,45.0
sete,1.0,0.0,0.0,0.0,1.0
settl,0.0,0.0,3.0,0.0,3.0
settlement,0.0,1.0,3.0,2.0,6.0
setup,2.0,3.0,1.0,0.0,6.0
seu,1.0,0.0,0.0,0.0,1.0
seven,4.0,2.0,7.0,18.0,31.0
sevenday,0.0,2.0,0.0,0.0,2.0
sevenpoint,0.0,0.0,2.0,0.0,2.0
seventeen,0.0,0.0,1.0,0.0,1.0
seventyfour,0.0,0.0,1.0,0.0,1.0
seventytwo,3.0,0.0,0.0,0.0,3.0
sever,11.0,50.0,24.0,18.0,103.0
seweyo,0.0,0.0,1.0,0.0,1.0
sgmpc,0.0,0.0,1.0,0.0,1.0
sgtse,0.0,4.0,0.0,0.0,4.0
shade,0.0,1.0,0.0,0.0,1.0
shadow,0.0,1.0,1.0,0.0,2.0
shae,1.0,0.0,0.0,0.0,1.0
shake,21.0,0.0,0.0,0.0,21.0
shall,1.0,0.0,1.0,34.0,36.0
shame,0.0,3.0,0.0,0.0,3.0
shampoo,0.0,0.0,0.0,2.0,2.0
shape,1.0,9.0,3.0,10.0,23.0
share,10.0,13.0,21.0,38.0,82.0
sharp,0.0,4.0,0.0,0.0,4.0
shatong,2.0,0.0,0.0,0.0,2.0
shatter,0.0,1.0,0.0,0.0,1.0
shectar,0.0,0.0,0.0,2.0,2.0
shed,0.0,1.0,3.0,0.0,4.0
sheet,0.0,2.0,2.0,16.0,20.0
sheffield,0.0,0.0,0.0,2.0,2.0
shehe,3.0,1.0,0.0,0.0,4.0
sheko,0.0,0.0,4.0,0.0,4.0
shelf,0.0,0.0,1.0,0.0,1.0
shelflif,0.0,0.0,0.0,2.0,2.0
shellfish,0.0,0.0,0.0,2.0,2.0
shelv,0.0,0.0,2.0,0.0,2.0
shg,0.0,0.0,4.0,0.0,4.0
shgbank,0.0,0.0,1.0,0.0,1.0
shgblp,0.0,0.0,1.0,0.0,1.0
shift,5.0,3.0,13.0,6.0,27.0
shifter,0.0,1.0,0.0,0.0,1.0
shini,0.0,0.0,0.0,2.0,2.0
ship,0.0,1.0,0.0,0.0,1.0
shock,3.0,0.0,0.0,0.0,3.0
shoot,0.0,1.0,2.0,0.0,3.0
shop,16.0,1.0,59.0,32.0,108.0
shopper,0.0,0.0,14.0,0.0,14.0
shopping3adadrel,0.0,0.0,1.0,0.0,1.0
shore,1.0,0.0,0.0,0.0,1.0
short,8.0,7.0,2.0,8.0,25.0
shortag,0.0,1.0,0.0,6.0,7.0
shortcom,0.0,6.0,0.0,2.0,8.0
shortcut,0.0,0.0,1.0,0.0,1.0
shorten,0.0,0.0,2.0,0.0,2.0
shorter,0.0,0.0,0.0,6.0,6.0
shortest,0.0,3.0,0.0,0.0,3.0
shortli,0.0,0.0,1.0,0.0,1.0
shortlist,0.0,0.0,2.0,0.0,2.0
shortterm,0.0,10.0,0.0,0.0,10.0
shorttext,0.0,1.0,0.0,0.0,1.0
shot,0.0,5.0,0.0,0.0,5.0
shouldersurf,0.0,1.0,0.0,0.0,1.0
show,30.0,110.0,111.0,58.0,309.0
showcas,3.0,1.0,2.0,0.0,6.0
showerbachelor,0.0,0.0,0.0,2.0,2.0
shown,4.0,19.0,9.0,8.0,40.0
shred,0.0,0.0,0.0,8.0,8.0
shrink,0.0,6.0,1.0,0.0,7.0
shrinkag,0.0,2.0,0.0,0.0,2.0
shroud,0.0,0.0,1.0,0.0,1.0
shrub,2.0,0.0,0.0,0.0,2.0
shulpuy,0.0,0.0,1.0,0.0,1.0
shut,0.0,2.0,1.0,0.0,3.0
shutdown,0.0,0.0,1.0,0.0,1.0
siaaeicda,1.0,0.0,0.0,0.0,1.0
siasod,0.0,0.0,1.0,0.0,1.0
sibl,0.0,1.0,0.0,0.0,1.0
sichuan,0.0,0.0,0.0,2.0,2.0
sick,0.0,1.0,0.0,0.0,1.0
side,14.0,4.0,1.0,8.0,27.0
sieg,1.0,0.0,0.0,0.0,1.0
siemen,0.0,1.0,0.0,0.0,1.0
siequiewod,0.0,0.0,1.0,0.0,1.0
sier,1.0,0.0,0.0,0.0,1.0
siet,1.0,0.0,0.0,0.0,1.0
sifi,0.0,1.0,0.0,0.0,1.0
sift,0.0,1.0,0.0,0.0,1.0
sigh,2.0,0.0,0.0,0.0,2.0
sign,5.0,15.0,10.0,0.0,30.0
signag,0.0,0.0,14.0,0.0,14.0
signal,11.0,38.0,1.0,0.0,50.0
signaltonois,0.0,1.0,0.0,0.0,1.0
signaltrigg,0.0,1.0,0.0,0.0,1.0
signatur,0.0,4.0,1.0,2.0,7.0
signboard,2.0,0.0,0.0,0.0,2.0
signifi,0.0,1.0,0.0,0.0,1.0
signific,11.0,45.0,93.0,20.0,169.0
significantli,1.0,17.0,12.0,2.0,32.0
sikkim,0.0,0.0,1.0,0.0,1.0
silam,0.0,1.0,0.0,0.0,1.0
silhouett,0.0,1.0,0.0,0.0,1.0
silicon,0.0,0.0,2.0,0.0,2.0
silk,0.0,0.0,1.0,0.0,1.0
sillverton,0.0,0.0,1.0,0.0,1.0
silmultan,0.0,0.0,1.0,0.0,1.0
silvertonth,0.0,0.0,1.0,0.0,1.0
sim900,4.0,0.0,0.0,0.0,4.0
sim900a,3.0,0.0,0.0,0.0,3.0
similar,3.0,35.0,7.0,4.0,49.0
similarli,1.0,0.0,2.0,0.0,3.0
simpl,0.0,21.0,5.0,10.0,36.0
simpler,0.0,1.0,0.0,0.0,1.0
simplest,0.0,0.0,0.0,2.0,2.0
simpli,3.0,0.0,0.0,0.0,3.0
simplic,0.0,1.0,0.0,0.0,1.0
simplier,1.0,0.0,0.0,0.0,1.0
simplifi,2.0,3.0,0.0,0.0,5.0
simul,1.0,45.0,2.0,2.0,50.0
simulator2,0.0,1.0,0.0,0.0,1.0
simultan,0.0,2.0,3.0,0.0,5.0
sinc,39.0,31.0,23.0,54.0,147.0
sincer,0.0,0.0,1.0,0.0,1.0
sing,0.0,1.0,0.0,0.0,1.0
singapor,0.0,0.0,0.0,2.0,2.0
singl,10.0,20.0,2.0,8.0,40.0
singlemass,0.0,1.0,0.0,0.0,1.0
singleplay,3.0,0.0,0.0,0.0,3.0
singlestag,0.0,1.0,0.0,0.0,1.0
singleus,0.0,0.0,0.0,4.0,4.0
sinugba,0.0,0.0,0.0,2.0,2.0
sire,1.0,0.0,0.0,0.0,1.0
sisdr,0.0,1.0,0.0,0.0,1.0
sisqwialw,0.0,0.0,1.0,0.0,1.0
sit,0.0,0.0,1.0,0.0,1.0
site,6.0,13.0,4.0,36.0,59.0
situat,22.0,18.0,15.0,30.0,85.0
sive,0.0,1.0,0.0,0.0,1.0
sixt,0.0,0.0,0.0,2.0,2.0
sixteen,0.0,1.0,0.0,2.0,3.0
sixti,1.0,0.0,0.0,2.0,3.0
size,10.0,24.0,26.0,16.0,76.0
sjaquiaww,0.0,0.0,1.0,0.0,1.0
sjeyoeasa,0.0,0.0,1.0,0.0,1.0
sjnni,0.0,0.0,1.0,0.0,1.0
sjoquialu,0.0,0.0,1.0,0.0,1.0
skeptic,0.0,0.0,0.0,2.0,2.0
skew,0.0,1.0,1.0,0.0,2.0
skill,14.0,6.0,5.0,52.0,77.0
skillset,0.0,1.0,0.0,0.0,1.0
skin,15.0,9.0,2.0,0.0,26.0
skincar,0.0,0.0,1.0,0.0,1.0
skipword,0.0,1.0,0.0,0.0,1.0
sku,0.0,1.0,0.0,0.0,1.0
skype,0.0,0.0,1.0,0.0,1.0
skyrocket,0.0,0.0,0.0,2.0,2.0
skytrax,0.0,0.0,1.0,0.0,1.0
slab,0.0,0.0,0.0,6.0,6.0
slashdot,0.0,1.0,0.0,0.0,1.0
slate,0.0,0.0,0.0,4.0,4.0
slaughter,8.0,0.0,1.0,0.0,9.0
slay,0.0,0.0,1.0,0.0,1.0
sleep,2.0,0.0,1.0,0.0,3.0
sleepless,1.0,0.0,0.0,0.0,1.0
slen,0.0,1.0,0.0,0.0,1.0
slew,0.0,1.0,0.0,0.0,1.0
slice,0.0,9.0,0.0,0.0,9.0
slicewis,0.0,1.0,0.0,0.0,1.0
slide,4.0,2.0,2.0,0.0,8.0
slight,0.0,1.0,0.0,0.0,1.0
slightest,0.0,1.0,0.0,0.0,1.0
slightli,0.0,0.0,2.0,0.0,2.0
slim,0.0,2.0,0.0,0.0,2.0
slip,0.0,0.0,1.0,0.0,1.0
slit,1.0,0.0,0.0,0.0,1.0
slockhold,0.0,0.0,0.0,2.0,2.0
slope,0.0,10.0,0.0,0.0,10.0
slot,0.0,1.0,0.0,0.0,1.0
sloven,0.0,0.0,1.0,0.0,1.0
slovin,2.0,0.0,0.0,8.0,10.0
slow,5.0,4.0,8.0,0.0,17.0
slower,0.0,2.0,0.0,0.0,2.0
slowfast,0.0,2.0,0.0,0.0,2.0
slpbase,0.0,1.0,0.0,0.0,1.0
sludi,0.0,0.0,1.0,0.0,1.0
small,14.0,13.0,23.0,14.0,64.0
smaller,1.0,3.0,0.0,0.0,4.0
smallest,1.0,1.0,0.0,0.0,2.0
smallhold,0.0,0.0,0.0,12.0,12.0
smallscal,3.0,0.0,2.0,10.0,15.0
smart,9.0,35.0,6.0,0.0,50.0
smarter,0.0,1.0,0.0,0.0,1.0
smartphon,24.0,21.0,3.0,0.0,48.0
smartpls3,0.0,0.0,1.0,0.0,1.0
smdbo,0.0,1.0,0.0,0.0,1.0
smdbosvm,0.0,2.0,0.0,0.0,2.0
sme,0.0,1.0,22.0,0.0,23.0
smell,6.0,0.0,1.0,0.0,7.0
smi,0.0,0.0,1.0,0.0,1.0
smic,0.0,1.0,0.0,0.0,1.0
smile,0.0,0.0,1.0,0.0,1.0
smoke,4.0,0.0,0.0,0.0,4.0
smoker,22.0,0.0,0.0,0.0,22.0
smooth,14.0,1.0,0.0,0.0,15.0
smoothli,3.0,1.0,0.0,0.0,4.0
smsbase,2.0,0.0,0.0,0.0,2.0
smsi,0.0,0.0,1.0,0.0,1.0
snack,0.0,0.0,1.0,2.0,3.0
snackbreak,4.0,0.0,0.0,0.0,4.0
snapchat,0.0,0.0,1.0,0.0,1.0
snowbal,0.0,0.0,3.0,0.0,3.0
snsd,0.0,2.0,0.0,0.0,2.0
snss,0.0,5.0,0.0,0.0,5.0
so1926,3.0,0.0,0.0,0.0,3.0
so19261,1.0,0.0,0.0,0.0,1.0
so91261,1.0,0.0,0.0,0.0,1.0
soap,3.0,0.0,1.0,0.0,4.0
sobel,0.0,3.0,0.0,0.0,3.0
socail,0.0,0.0,1.0,0.0,1.0
socal,2.0,0.0,0.0,2.0,4.0
social,13.0,47.0,152.0,30.0,242.0
societ,1.0,0.0,0.0,2.0,3.0
societi,9.0,8.0,6.0,22.0,45.0
socio,0.0,0.0,0.0,10.0,10.0
sociocultur,0.0,0.0,1.0,0.0,1.0
sociodemograph,0.0,0.0,1.0,0.0,1.0
socioeconom,0.0,0.0,1.0,24.0,25.0
socioeconomicenvironment,0.0,0.0,0.0,2.0,2.0
sociolog,0.0,1.0,1.0,0.0,2.0
socket,1.0,0.0,0.0,0.0,1.0
socketio,2.0,0.0,0.0,0.0,2.0
soe,0.0,0.0,0.0,4.0,4.0
soekarnohatta,0.0,0.0,1.0,0.0,1.0
soft,0.0,4.0,1.0,0.0,5.0
softmargin,0.0,1.0,0.0,0.0,1.0
softmax,0.0,2.0,0.0,0.0,2.0
softwar,136.0,52.0,9.0,10.0,207.0
softwaredefin,0.0,1.0,0.0,0.0,1.0
softwaredevelop,0.0,1.0,0.0,0.0,1.0
soil,18.0,0.0,0.0,8.0,26.0
solar,12.0,1.0,0.0,0.0,13.0
solash,1.0,0.0,0.0,0.0,1.0
sold,0.0,0.0,1.0,16.0,17.0
sole,1.0,1.0,4.0,16.0,22.0
solicit,0.0,1.0,1.0,0.0,2.0
solid,8.0,0.0,10.0,8.0,26.0
solidst,0.0,1.0,0.0,0.0,1.0
solo,0.0,0.0,0.0,2.0,2.0
solut,55.0,66.0,11.0,14.0,146.0
solv,8.0,30.0,8.0,4.0,50.0
solvi,0.0,1.0,0.0,0.0,1.0
somaliland,0.0,0.0,0.0,6.0,6.0
somebodi,1.0,0.0,0.0,0.0,1.0
somehow,5.0,0.0,2.0,0.0,7.0
someon,4.0,1.0,0.0,0.0,5.0
someth,0.0,0.0,4.0,0.0,4.0
sometim,3.0,3.0,32.0,0.0,38.0
sometimesth,0.0,0.0,1.0,0.0,1.0
sometimesthi,0.0,0.0,1.0,0.0,1.0
somewhat,0.0,0.0,1.0,0.0,1.0
somewher,0.0,1.0,0.0,0.0,1.0
sonic,2.0,0.0,0.0,0.0,2.0
soon,0.0,0.0,1.0,0.0,1.0
sooti,1.0,0.0,0.0,0.0,1.0
sophist,0.0,3.0,1.0,0.0,4.0
sore,0.0,2.0,0.0,0.0,2.0
sort,0.0,4.0,1.0,0.0,5.0
sota,0.0,1.0,0.0,0.0,1.0
soueyu,0.0,0.0,1.0,0.0,1.0
sought,6.0,2.0,4.0,0.0,12.0
soul,1.0,0.0,0.0,0.0,1.0
sound,2.0,5.0,0.0,10.0,17.0
sourc,20.0,43.0,21.0,36.0,120.0
sourcetodistort,0.0,1.0,0.0,0.0,1.0
sourcetosourc,0.0,2.0,0.0,0.0,2.0
south,0.0,4.0,14.0,0.0,18.0
southern,0.0,0.0,2.0,0.0,2.0
southerneast,0.0,1.0,0.0,0.0,1.0
southerneastern,0.0,1.0,0.0,0.0,1.0
soviet,0.0,0.0,1.0,0.0,1.0
sowojd,0.0,0.0,1.0,0.0,1.0
space,5.0,20.0,7.0,4.0,36.0
spaceplanet,0.0,1.0,0.0,0.0,1.0
spaci,0.0,2.0,0.0,0.0,2.0
spaciou,0.0,0.0,0.0,2.0,2.0
spam,0.0,4.0,0.0,0.0,4.0
span,0.0,0.0,5.0,0.0,5.0
spanner,0.0,0.0,3.0,0.0,3.0
sparamet,0.0,1.0,0.0,0.0,1.0
spare,0.0,1.0,0.0,0.0,1.0
spark,0.0,1.0,0.0,0.0,1.0
spars,0.0,6.0,0.0,0.0,6.0
spate,0.0,0.0,1.0,0.0,1.0
spatial,0.0,11.0,11.0,0.0,22.0
spatio,0.0,1.0,0.0,0.0,1.0
spatiotempor,0.0,2.0,0.0,0.0,2.0
spe,1.0,0.0,0.0,0.0,1.0
speak,4.0,0.0,0.0,0.0,4.0
speaker,6.0,3.0,0.0,0.0,9.0
speci,1.0,5.0,0.0,14.0,20.0
special,1.0,4.0,3.0,12.0,20.0
specialist,0.0,3.0,1.0,4.0,8.0
specialti,0.0,1.0,1.0,0.0,2.0
specif,45.0,41.0,63.0,38.0,187.0
specifi,2.0,9.0,2.0,0.0,13.0
specimen,0.0,0.0,0.0,2.0,2.0
spectacular,0.0,0.0,1.0,0.0,1.0
spectat,0.0,0.0,2.0,0.0,2.0
spectral,0.0,10.0,0.0,0.0,10.0
spectrogram,0.0,1.0,0.0,0.0,1.0
spectrum,0.0,2.0,0.0,0.0,2.0
speech,12.0,26.0,0.0,0.0,38.0
speechtotext,0.0,1.0,0.0,0.0,1.0
speed,4.0,8.0,4.0,4.0,20.0
spell,0.0,1.0,0.0,0.0,1.0
spelt,1.0,0.0,0.0,0.0,1.0
spend,2.0,2.0,5.0,4.0,13.0
spent,0.0,0.0,1.0,2.0,3.0
sphere,0.0,0.0,2.0,0.0,2.0
spice,0.0,0.0,1.0,0.0,1.0
spici,0.0,0.0,0.0,4.0,4.0
spill,2.0,1.0,0.0,0.0,3.0
spin,0.0,2.0,0.0,0.0,2.0
spindl,0.0,0.0,0.0,8.0,8.0
spirit,0.0,0.0,1.0,0.0,1.0
spiritu,0.0,0.0,14.0,0.0,14.0
spite,0.0,0.0,1.0,2.0,3.0
split,0.0,7.0,5.0,0.0,12.0
spoil,0.0,0.0,0.0,2.0,2.0
spoilag,0.0,0.0,3.0,0.0,3.0
spoint,0.0,0.0,1.0,0.0,1.0
spoken,0.0,2.0,0.0,0.0,2.0
sponsor,12.0,0.0,0.0,0.0,12.0
spontan,2.0,0.0,2.0,0.0,4.0
spoof,0.0,1.0,0.0,0.0,1.0
sport,0.0,9.0,9.0,0.0,18.0
spot,13.0,2.0,0.0,0.0,15.0
spotlight,0.0,1.0,0.0,14.0,15.0
spous,0.0,0.0,0.0,2.0,2.0
spray,7.0,0.0,1.0,0.0,8.0
spread,41.0,18.0,6.0,4.0,69.0
spreadsheet,0.0,0.0,1.0,0.0,1.0
sprout,0.0,1.0,0.0,0.0,1.0
spss,0.0,3.0,13.0,2.0,18.0
spss230,0.0,0.0,1.0,0.0,1.0
spur,2.0,0.0,0.0,0.0,2.0
sqrt,0.0,1.0,0.0,0.0,1.0
squar,0.0,17.0,9.0,6.0,32.0
squaresstructur,0.0,0.0,1.0,0.0,1.0
squid,0.0,0.0,0.0,2.0,2.0
srl,0.0,1.0,0.0,0.0,1.0
ssaquuaw,0.0,0.0,1.0,0.0,1.0
ssauisng,0.0,0.0,1.0,0.0,1.0
ssd,0.0,2.0,0.0,0.0,2.0
ssfau,3.0,0.0,0.0,0.0,3.0
ssim,0.0,1.0,0.0,0.0,1.0
ssment,1.0,0.0,0.0,0.0,1.0
ssmi,0.0,1.0,0.0,0.0,1.0
ssnedeq,0.0,0.0,1.0,0.0,1.0
ssrf,0.0,4.0,0.0,0.0,4.0
sta,1.0,0.0,0.0,0.0,1.0
stabil,0.0,15.0,10.0,4.0,29.0
stabl,2.0,4.0,6.0,0.0,12.0
stabli,0.0,1.0,0.0,0.0,1.0
stack,0.0,12.0,0.0,2.0,14.0
staf,0.0,0.0,1.0,0.0,1.0
staff,19.0,2.0,10.0,22.0,53.0
stage,14.0,45.0,11.0,14.0,84.0
stain,0.0,2.0,0.0,0.0,2.0
stakehold,1.0,5.0,7.0,6.0,19.0
stand,8.0,0.0,9.0,10.0,27.0
standard,56.0,18.0,46.0,16.0,136.0
standout,0.0,0.0,1.0,0.0,1.0
standpoint,0.0,1.0,1.0,0.0,2.0
standup,0.0,0.0,3.0,2.0,5.0
stanin,4.0,0.0,0.0,0.0,4.0
stapl,0.0,1.0,0.0,2.0,3.0
star,0.0,0.0,2.0,0.0,2.0
starservic,0.0,0.0,1.0,0.0,1.0
start,18.0,14.0,13.0,32.0,77.0
starter,0.0,0.0,0.0,2.0,2.0
startup,0.0,0.0,6.0,34.0,40.0
starv,0.0,0.0,0.0,2.0,2.0
starvat,0.0,0.0,0.0,2.0,2.0
stata,0.0,0.0,1.0,0.0,1.0
state,21.0,29.0,28.0,8.0,86.0
statement,3.0,4.0,0.0,26.0,33.0
stateof,0.0,2.0,0.0,0.0,2.0
stateofart,0.0,2.0,0.0,0.0,2.0
stateoftheart,0.0,8.0,0.0,0.0,8.0
stateown,0.0,0.0,0.0,2.0,2.0
static,3.0,6.0,1.0,0.0,10.0
station,24.0,4.0,11.0,0.0,39.0
stationari,1.0,0.0,0.0,0.0,1.0
statist,9.0,19.0,39.0,26.0,93.0
statistci,0.0,0.0,0.0,2.0,2.0
statisticalbas,0.0,1.0,0.0,0.0,1.0
statistik,0.0,1.0,0.0,0.0,1.0
statu,65.0,6.0,7.0,4.0,82.0
stay,4.0,2.0,9.0,0.0,15.0
steadi,0.0,1.0,2.0,4.0,7.0
steadili,0.0,0.0,1.0,0.0,1.0
steadyst,0.0,2.0,0.0,0.0,2.0
steal,0.0,2.0,0.0,0.0,2.0
steel,0.0,2.0,0.0,0.0,2.0
steep,0.0,0.0,1.0,0.0,1.0
steer,0.0,5.0,0.0,0.0,5.0
stem,1.0,0.0,0.0,0.0,1.0
stent,0.0,1.0,0.0,0.0,1.0
step,47.0,19.0,8.0,4.0,78.0
stepwis,0.0,0.0,2.0,0.0,2.0
stick,6.0,0.0,2.0,0.0,8.0
stiff,0.0,0.0,1.0,0.0,1.0
still,18.0,13.0,13.0,16.0,60.0
stimul,0.0,0.0,2.0,0.0,2.0
stimulu,0.0,3.0,0.0,0.0,3.0
stipend,1.0,0.0,0.0,0.0,1.0
stir,0.0,2.0,0.0,0.0,2.0
stitch,0.0,6.0,0.0,0.0,6.0
stochast,0.0,4.0,0.0,0.0,4.0
stock,0.0,6.0,17.0,2.0,25.0
stockhold,0.0,0.0,0.0,4.0,4.0
stockout,0.0,0.0,3.0,0.0,3.0
stockpil,0.0,0.0,2.0,0.0,2.0
stolen,10.0,0.0,0.0,0.0,10.0
stop,5.0,2.0,5.0,0.0,12.0
stoppag,3.0,0.0,0.0,0.0,3.0
stopper,6.0,0.0,0.0,0.0,6.0
stopword,0.0,5.0,0.0,0.0,5.0
storag,12.0,9.0,4.0,8.0,33.0
store,21.0,15.0,94.0,48.0,178.0
storehous,0.0,0.0,0.0,2.0,2.0
storesshop,0.0,0.0,1.0,0.0,1.0
stori,10.0,0.0,2.0,2.0,14.0
storm,4.0,0.0,0.0,0.0,4.0
storytel,2.0,0.0,0.0,0.0,2.0
straight,0.0,1.0,0.0,0.0,1.0
straightforward,3.0,0.0,2.0,0.0,5.0
straightforwardli,0.0,0.0,1.0,0.0,1.0
strain,0.0,0.0,0.0,6.0,6.0
strand,22.0,0.0,0.0,0.0,22.0
strandsuggest,2.0,0.0,0.0,0.0,2.0
strate,0.0,1.0,0.0,0.0,1.0
strateg,9.0,3.0,6.0,22.0,40.0
strategi,6.0,29.0,113.0,34.0,182.0
strategiesmethod,0.0,0.0,1.0,0.0,1.0
strategyon,0.0,0.0,2.0,0.0,2.0
stratifi,0.0,0.0,3.0,0.0,3.0
stray,15.0,0.0,0.0,0.0,15.0
stream,3.0,0.0,1.0,8.0,12.0
streamlin,1.0,0.0,1.0,0.0,2.0
street,3.0,5.0,4.0,4.0,16.0
strenghen,0.0,1.0,0.0,0.0,1.0
strenghthen,0.0,0.0,1.0,0.0,1.0
strength,1.0,7.0,5.0,10.0,23.0
strengthen,0.0,0.0,6.0,2.0,8.0
stress,0.0,13.0,2.0,0.0,15.0
strict,0.0,1.0,3.0,2.0,6.0
