Terms,Weights
class,1.0239224137931036
classic,1.0286363636363636
classif,1.029090909090909
classifi,1.0274736842105263
classroom,1.0287323943661972
clean,1.024478527607362
clear,1.0221052631578946
clearanc,1.015
clearli,1.022
clerk,0.0
click,1.015
client,1.0252030456852792
climat,1.0229411764705882
clinic,1.028125
close,1.0249264705882353
closer,1.019090909090909
closest,1.0225
cloth,1.0285
cloud,1.0297674418604652
cluster,1.0286046511627907
clutter,1.0272727272727273
coco,1.02625
coconut,0.0
code,1.0291724137931035
coffe,1.0272307692307692
cognit,1.0274074074074073
cohen,1.025
coin,1.029010989010989
coincid,1.0275
cold,1.0266666666666666
collabor,1.0276666666666667
collar,0.0
colleagu,1.0161538461538462
collect,1.0248475120385232
collector,1.0296202531645569
colleg,1.0247103274559195
collis,0.0
color,1.0222935779816513
colorcod,0.0
colour,1.0185714285714287
column,1.025
combin,1.0242441860465117
come,1.0200806451612903
comfort,1.027303370786517
command,1.026896551724138
comment,1.0267857142857142
commerc,1.0246428571428572
commerci,1.024390243902439
commiss,1.0227027027027027
commit,1.0215
commod,1.0175862068965518
common,1.0239690721649484
commonli,1.020625
commun,1.0183008356545962
commut,1.027
compani,1.025493273542601
compar,1.0250331125827814
comparison,1.0236065573770492
compat,1.015
compel,1.022
compens,1.021
compet,1.0186486486486486
competencybas,0.0
competit,1.0220833333333332
competitor,1.026190476190476
compil,1.0257142857142858
complain,1.0283783783783784
complaint,1.028659217877095
complementari,1.0257142857142858
complet,1.020377358490566
complex,1.0245320197044334
compli,1.02
complianc,1.0233333333333334
complic,1.0261538461538462
compon,1.0207954545454545
compos,1.0206896551724138
composit,1.0270731707317073
compound,0.0
comprehend,1.0242857142857142
comprehens,1.0196153846153846
compris,1.0194366197183098
compromis,1.024
comput,1.0273455759599333
computer,1.0271428571428571
computerbas,0.0
concem,1.0227272727272727
concentr,1.0238775510204081
concept,1.0204182509505704
conceptu,1.021111111111111
concern,1.0191176470588235
conclud,1.0260606060606061
conclus,1.02
concret,1.025
concurr,1.0266666666666666
condit,1.0216606498194947
conduct,1.0209358288770054
conductor,0.0
confer,1.023076923076923
confid,1.023793103448276
configur,0.0
confin,1.0171428571428571
confirm,1.0215384615384615
conflict,1.02
confront,1.024
confus,1.0193548387096774
congest,0.0
connect,1.0184615384615385
consciou,1.024
consecut,1.02
consensu,1.02
